# TYPE: validation-run
# R004: expected indicator values/states, computed causally from the tape
bar,event_ts,exp_value,exp_state,exp_computed_at,exp_module_state
1,1788220800000000000,nan,warming,1788220800000000000,DEGRADED
2,1788307200000000000,nan,warming,1788307200000000000,DEGRADED
3,1788393600000000000,nan,warming,1788393600000000000,DEGRADED
4,1788480000000000000,nan,warming,1788480000000000000,DEGRADED
5,1788566400000000000,nan,warming,1788566400000000000,DEGRADED
6,1788652800000000000,nan,warming,1788652800000000000,DEGRADED
7,1788739200000000000,nan,warming,1788739200000000000,DEGRADED
8,1788825600000000000,nan,warming,1788825600000000000,DEGRADED
9,1788912000000000000,nan,warming,1788912000000000000,DEGRADED
10,1788998400000000000,nan,warming,1788998400000000000,DEGRADED
11,1789084800000000000,nan,warming,1789084800000000000,DEGRADED
12,1789171200000000000,nan,warming,1789171200000000000,DEGRADED
13,1789257600000000000,nan,warming,1789257600000000000,DEGRADED
14,1789344000000000000,nan,warming,1789344000000000000,DEGRADED
15,1789430400000000000,nan,warming,1789430400000000000,DEGRADED
16,1789516800000000000,nan,warming,1789516800000000000,DEGRADED
17,1789603200000000000,nan,warming,1789603200000000000,DEGRADED
18,1789689600000000000,nan,warming,1789689600000000000,DEGRADED
19,1789776000000000000,nan,warming,1789776000000000000,DEGRADED
20,1789862400000000000,nan,warming,1789862400000000000,DEGRADED
21,1789948800000000000,nan,warming,1789948800000000000,DEGRADED
22,1790035200000000000,nan,warming,1790035200000000000,DEGRADED
23,1790121600000000000,nan,warming,1790121600000000000,DEGRADED
24,1790208000000000000,nan,warming,1790208000000000000,DEGRADED
25,1790294400000000000,nan,warming,1790294400000000000,DEGRADED
26,1790380800000000000,0.9300000000,normal,1790380800000000000,OK
27,1790467200000000000,0.9300000000,normal,1790467200000000000,OK
28,1790553600000000000,0.9300000000,normal,1790553600000000000,OK
29,1790640000000000000,0.9300000000,normal,1790640000000000000,OK
30,1790726400000000000,0.9300000000,normal,1790726400000000000,OK
